id,text,emotion,intensity,gender,age
6543,Damaged the tap in the residental Hall.,fear,3,male,21
6544,"Too many people in TV room, I was not able to get a seat to watch á TV.",anger,3,male,21
6545,My sister marrying a bad man. He is cruel to her.,sadness,4,male,21
6546,Saw my brother-in-law insulting my sister.,disgust,4,male,21
6547,My sister was afraid of her husband.,shame,4,male,21
6548,I was not able to help my sister to understand that her husband á is a bad man before she was married to him.,guilt,4,male,21
6549,Discussing psychology with my friends before the lecture.,joy,4,male,18
6550,Waking up from a bad dream in a dark night with noone else á around.,fear,4,male,18
6551,I could not find my monthly tickets for the bus when I was on the á bus.,anger,4,male,18
6552,"Two little children (5/6 years old) begging for money, and noone á gave them money.",sadness,4,male,18
6553,The serving lady in the students' dining hall shouting at á studennts.,disgust,1,male,18
6554,"Sitting on the bus seats supposed for disabled people, children á and old people (by mistake)",shame,2,male,18
6555,Passing by a good friend's home without coming in to visit him.,guilt,3,male,18
6556,You told me psychology can help people to be happier.,joy,4,male,21
6557,Left alone in the dining hall at night.,fear,4,male,21
6558,Bus conductor insulted me for not buying a ticket (I forgot).,anger,4,male,21
6559,Saw a father beating up his small child.,sadness,4,male,21
6560,Class leader getting me to do things he did not want to do.,disgust,4,male,21
6561,Not quick enough to help the lectors to catty things for the á lecture.,shame,1,male,21
6562,My mother wrote me and said that I would not writ enough letters á home.,guilt,3,male,21
6563,My parents came to visit me.,joy,3,male,18
6564,Could not find my way out in the college building at night.,fear,3,male,18
6565,Saw in the TV South Korea cheating in the Asian Olympic games.,anger,3,male,18
6566,A girl I do not like kept coming to me and talking to me.,disgust,3,male,18
6567,Made a misjudgement in a football match.,guilt,3,male,18
6568,My friend told me he really likes me.,joy,4,female,22
6569,Getting lost in a strange place.,fear,3,female,22
6570,South Korea cheating for gold medals.,anger,4,female,22
6571,"My friend has to go on field trips, he just told me.",sadness,4,female,22
6572,When I was the South Koreans on the TV.,disgust,4,female,22
6573,Zhu Jianhau did not break the world record for China.,shame,4,female,22
6574,Unable to help my mother to cook.,guilt,3,female,22
6575,I met a friend I had not seen for a long time on the street.,joy,3,female,22
6576,Going to the examn not well prepared.,fear,3,female,22
6577,Overhear people talking about me and saying that I am stupid.,anger,4,female,22
6578,Hearing about developments of sience in the West a lot better á than China.,sadness,2,female,22
6579,Some foreign students playing loud music late at night.,disgust,4,female,22
6580,Not being able to be selected for the dancing team.,shame,4,female,22
6581,Did not get up early enough to watch my class football team á playing against another team.,guilt,3,female,22
6582,Scoared a goal in a football match.,joy,4,male,21
6583,Left alone in the dark in a big building.,fear,2,male,21
6584,Someone called me a disgusting nickname.,anger,2,male,21
6585,Not getting on with someone of my classmates in high school.,sadness,4,male,21
6586,A woman picked her nose and spit right next to me.,disgust,4,male,21
6587,Not brave enough to take up a challenge in a group discussion.,shame,4,male,21
6588,Not being a good host for a friend from a far away place.,guilt,3,male,21
6589,My class winning against another class in a football match.,joy,3,female,21
6590,Walking alone in the dark in a strange street.,fear,3,female,21
6591,A friend forgot his appointment with me.,anger,3,female,21
6592,A boy in my class talking too loud in the lecture.,disgust,3,female,21
6593,Not being able to have a party at home with friends.,shame,3,female,21
6594,Being miserable in a party when other people are friendly and á happy.,guilt,2,female,21
6595,Meeting an old friend from high school.,joy,3,male,20
6596,Misunderstood deliberately by a close friend.,anger,3,male,20
6597,My old teacher in primary school died.,sadness,3,male,20
6598,Getting into a crowded bus.,disgust,3,male,20
6599,Being rude to somebody who was impolite to me.,shame,3,male,20
6600,Not accepting hints of intimate relation from a girl.,guilt,4,male,20
6601,My old friend visited me in the university.,joy,3,male,21
6602,Listening to horrot stories at night.,fear,2,male,21
6603,My roommate was rude to me.,anger,4,male,21
6604,My uncle died in the Vietnam War.,sadness,4,male,21
6605,Cueing in the students dining hall.,disgust,3,male,21
6606,Arguing about price with private shop-assistant.,shame,2,male,21
6607,Not being able to spend more time with a friend who was visiting á me.,guilt,2,male,21
6608,Scoring a goal in football match.,joy,4,male,20
6609,Finding out that I am not an as able student as I thought.,fear,3,male,20
6610,I was told to do something I did not want to do.,anger,3,male,20
6611,Finding out that China is still backward in science.,sadness,4,male,20
6612,Insulted by somebody.,shame,2,male,20
6613,I am not doing what I should with this questionnaire.,guilt,2,male,20
6614,Saw in TV that China had the most gold medals in the Asian á Olympic.,joy,3,female,21
6615,"Just arrived in the university, not knowing anybody.",fear,4,female,21
6616,Insulted by teacher.,anger,4,female,21
6617,Finding out I am not good looking.,sadness,3,female,21
6618,Finding out from this lecture that China is backward in á psychology.,shame,4,female,21
6619,Joining in a research group studying consumer's behaviour and á helping the people in the shop with the sales.,joy,4,female,19
6620,Diagnosis that I have a stomache ulcer.,fear,4,female,19
6621,A classmate damaged ma iron and tried to hide the damage.,anger,4,female,19
6622,Not winning a medal in the swimming contest.,sadness,3,female,19
6623,Some students talking when other people are having a nap.,disgust,3,female,19
6624,A friend asked for help and I was not able to help.,guilt,3,female,21
6625,China winning the Asian Olympic.,joy,3,male,21
6626,Korean judges cheating.,anger,3,male,21
6627,My father left us for another woman.,sadness,4,male,21
6628,Saw my father with that woman he is married to now.,disgust,4,male,21
6629,Had to tell people that my parents are divorced.,shame,4,male,21
6630,Not beeing able to stay with my mother for the National Day á holiday.,guilt,3,male,21
6631,Being together with my best friend.,joy,3,female,18
6632,Heard about someone telling lies about me to my best friend.,anger,2,female,18
6633,My best friend suddenly acting strange towards me.,sadness,2,female,18
6634,Saw someone messing up our room.,disgust,2,female,18
6635,After shouting at a friend.,shame,2,female,18
6636,Did not do what I promised to do for a friend.,guilt,0,female,18
6637,My best friend chosen for your English lectures.,joy,3,male,21
6638,My class leader told me the university won't let all of us go to á your lectures because we are not All English Class.,anger,3,male,21
6639,When I was not chosen to go to your English lectures. ,sadness,3,male,21
6640,"Finding out that the class leader can go to your lectures, and á his English is worse than mine.",disgust,2,male,21
6641,China cannot let you give more lectures because you are needed in á the specialist clinics. We are so backward in medicine.,shame,3,male,21
6642,I hated you for not letting me go and found out that it was not á your decision.,guilt,3,male,21
6643,Finding out my best friend cannot go to the English lectures.,sadness,3,female,21
6644,Heard some postgraduate students talking about girls being á unsiutable to do medicine.,disgust,3,female,21
6645,Failing in an examn.,shame,3,female,21
6646,Not being able to convince my class leader that my friend is á better than me to go to the English lectures.,guilt,3,female,21
6647,Receiving a letter from a boy I care.,joy,2,female,23
6648,Watching a horror film.,fear,2,female,23
6649,My parents do not like my friend and told me not to go out with á him.,anger,2,female,23
6650,My grandmother died.,sadness,3,female,23
6651,Saw someone spitting in public.,disgust,2,female,23
6652,Failing in an examn because of lazyness.,shame,2,female,23
6653,Losing my temper to my sister.,guilt,2,female,23
6654,Finding out that I can go to your English lectures.,joy,2,female,20
6655,Staying alone in a dark place.,fear,3,female,20
6656,Being sexually assulted on a bus.,anger,3,female,20
6657,Finding out that my best friend could not go to university.,sadness,4,female,20
6658,Some boys not cueing in the dining hall.,disgust,2,female,20
6659,Watching TV about china is behind in winning gold medals.,shame,4,female,20
6660,Not being able to help my friend to do homework.,guilt,3,female,20
6661,Getting into this university.,joy,4,male,25
6662,Beaten up by a classmate in school.,fear,3,male,25
6663,Being insulted in public.,anger,4,male,25
6664,Saw some girls dressed up like Americans,disgust,2,male,25
6665,Failing university entrance examn.,shame,4,male,25
6666,Getting into this university to do medicine.,joy,4,male,23
6667,First time in anatomy.,fear,3,male,23
6668,Misunderstood by a close friend for the wrong reason.,anger,3,male,23
6669,"Finding out that China is poor, so we cannot have good reference á books.",sadness,4,male,23
6670,Foreign students playing loud music in the night before the á biology examn.,disgust,2,male,23
6671,Finding out that the university police was afraid to stop the á foreign students playing loud music (China's shame). ,shame,3,male,23
6672,Not doing well in the examn.,guilt,4,male,23
6673,Aticle published.,joy,3,male,23
6674,Earth crake.,fear,4,male,23
6675,Made a statement that other people did not believe.,anger,3,male,23
6676,Saw poverty in the countryside.,sadness,3,male,23
6677,Saw Chinese people flattering foreigners.,disgust,2,male,23
6678,Not being able to argue against class leaders.,shame,2,male,23
6679,Could not help a student who needs help.,guilt,1,male,23
6680,China winning the Asian Olympic games.,joy,4,male,23
6681,Staying alone in the dark.,fear,2,male,23
6682,Being put down by the class leaders.,anger,2,male,23
6683,Finding out that life span in China is shorter than in the West.,sadness,3,male,23
6684,Girls dressed like foreigners in the university.,disgust,3,male,23
6685,Being insulted in public.,shame,3,male,23
6686,Insulting other people.,guilt,3,male,23
6687,When I found out that I can travel with my best friend.,joy,2,female,18
6688,Walking home in the dark from college.,fear,2,female,18
6689,Finding out that I was deceived by a friend.,anger,2,female,18
6690,Not doing well in an examn.,sadness,4,female,18
6691,Finding out that my best friend was deceiving me.,disgust,2,female,18
6692,Failing an examn because I did not work hard enough.,shame,2,female,18
6693,Not acting on my promise.,guilt,2,female,18
6694,Finding out that I am not ill (not seriously).,joy,2,male,21
6695,Finding out that my health condition may be against my attending á university lectures.,fear,2,male,21
6696,Bought something bad from the shop and they refused to change it.,anger,2,male,21
6697,Relative's death.,sadness,4,male,21
6698,Saw people quarreling in a bus.,disgust,3,male,21
6699,Running away from a fire.,shame,2,male,21
6700,Forgot to give a present to my little nephew.,guilt,2,male,21
6701,First public speaking.,joy,4,male,23
6702,Going out alone in the dark.,fear,4,male,23
6703,Saw some young people fighting for seats on a bus.,anger,3,male,23
6704,My mother's death.,sadness,4,male,23
6705,Saw people spitting in public.,disgust,3,male,23
6706,Went to a lecture about Chinese history and hear about the Opium á War.,shame,4,male,23
6707,Falling in love.,joy,4,male,20
6708,My friend will find out that I am in love with her.,fear,2,male,20
6709,Falling in love although she is my friend (angry with myself).,anger,3,male,20
6710,My friend still trusts me as a friend.,sadness,3,male,20
6711,Insulted by a teacher in front of the class.,shame,3,male,20
6712,Falling in love with a close friend.,guilt,3,male,20
6713,Doing unexpectedly well in an examn.,joy,3,male,21
6714,Before the examn.,fear,3,male,21
6715,I wanted to borrow lecture notes from a friend and he did not á lend me them.,anger,2,male,21
6716,Finding out about the university does not have enough foreign á currency to buy the yournals in your reference list.,sadness,2,male,21
6717,Someone told me he was chosen for the English lectures because he á was a good friend of the class leader.,disgust,3,male,21
6718,Finding out about Chinese money cannot buy foreign journals.,shame,2,male,21
6719,Late for a lecture and therefore missed it.,guilt,3,male,21
6720,Talking to a close friend.,joy,3,female,26
6721,Ran into a parking car on a bicycle.,fear,3,female,26
6722,Insulted for no reason.,anger,3,female,26
6723,Saw a man dressed as a woman.,disgust,2,female,26
6724,Saw a beggar on the street (China still so poor).,shame,3,female,26
6725,Could not buy a reference book because I got up too late to cue.,guilt,3,female,26
6726,Found out that me and my best friend are both chosen for the á English lectures.,joy,4,male,22
6727,I may not be clever enough to understand your English lectures.,fear,2,male,22
6728,Told by some people the class leader only choose his friends (not á true).,anger,3,male,22
6729,One of my best friends was hurt by a girl he loves.,sadness,3,male,22
6730,China cannot buy your reference.,shame,2,male,22
6731,A friend asked to borrow my notes and I did not give them away á (my notes too badly written),guilt,3,male,22
6732,Talking to a close friend.,joy,3,male,22
6733,Failed to be elected to be a class leader.,anger,2,male,22
6734,Father lost his temper at home because he was mistreated at work.,sadness,3,male,22
6735,Saw someone who picked up a cigarette from the floor and smoked á it.,disgust,4,male,22
6736,Telling a lie.,shame,2,male,22
6737,Not getting the class paper in time for the lecture.,guilt,2,male,22
6738,My father promoted to be a professor.,joy,3,male,22
6739,Anatomy lesson and told we have to do it at night sometimes.,fear,3,male,22
6740,Had an argument with my classmate for borrowed books.,anger,2,male,22
6741,Finding out that we cannot have good references because China is á poor.,sadness,2,male,22
6742,Saw someone licking his dining bowl.,disgust,2,male,22
6743,Criticized in front of the class.,shame,3,male,22
6744,Not finishing homework in time.,guilt,2,male,22
6745,"Found out that the girl I love loves me, too.",joy,4,male,22
6746,Reading a horror story alone.,fear,2,male,22
6747,Being refused to attend the neuropsychology lecture in the á medical university.,anger,2,male,22
6748,My parents told me that they do not like my friend.,sadness,2,male,22
6749,Not finishing my duty as a class leader.,shame,2,male,22
6750,My friend had trouble and I was not able to help him.,guilt,2,male,22
6751,China winning the Asian Olympic games (TV).,joy,2,male,21
6752,Left alone in the biology building surrounded by empty buildings.,fear,2,male,21
6753,Someone told me we are not as good as the All English Class.,anger,2,male,21
6754,Not getting the reference paper.,sadness,2,male,21
6755,Cueing for a bus and the drivers having long dinner.,disgust,4,male,21
6756,Not finishing homework.,shame,2,male,21
6757,Did not return the library book on time.,guilt,2,male,21
6758,Hear a very nice joke made by a friend.,joy,2,male,21
6759,Thinking about death when walking alone at night.,fear,1,male,21
6760,Found out that someone I knew well has been misunderstanding me á for 2 years.,anger,4,male,21
6761,Death of a relative.,sadness,4,male,21
6762,Someone I know and respect sexually assulted a girl.,disgust,3,male,21
6763,My father insulted by other people.,shame,3,male,21
6764,Found my name on the list of attending the English lectures.,joy,4,male,21
6765,Doing anatomy alone for the first time.,fear,2,male,21
6766,"Being insulted in front of my parents, and they believed other á people (those insulting me).",anger,4,male,21
6767,Death of General Ye Jianying.,sadness,4,male,21
6768,Someone had stolen an article from a library journal.,disgust,3,male,21
6769,Not doing well in the examn.,shame,3,male,21
6770,Not finishing homework in time.,guilt,3,male,21
6771,Did well in an examn just before my father's birthday: the best á present I can give to my father.,joy,2,female,24
6772,I asked someone to bring some present to my father and found out á that he is not a reliable person. I was afraid if my father would á not get the presents he would be angry with me.,fear,1,female,24
6773,"Some classmates said I did not do enough social work. Therefore I á was not elected as a \Tree Good\"" student.""",anger,3,female,24
6774,My roommate's lack of consideration of me.,disgust,1,female,24
6775,"My sister said I am not a stable person, and I think she is á right.",shame,3,female,24
6776,"My sister forgot to bring presents for my birthday, I was rude to á her.",guilt,1,female,24
6777,Had a nice letter from my close friend.,joy,2,female,21
6778,Staying alone in the biology building after the dark.,fear,1,female,21
6779,Being insulted by my roommate (she is in the English Class).,anger,3,female,21
6780,Not being able to do well to be chosen for the English lecture.,sadness,3,female,21
6781,My roommate boasting about her English lectures.,disgust,1,female,21
6782,When the class leader read out the names of those chosen for the á English lecture and I was not on the list.,shame,4,female,21
6783,Relatives visiting me.,joy,3,female,20
6784,Finding out the great difference between China and the West in á science.,fear,2,female,20
6785,Lecturers being unfair to me in reports.,sadness,0,female,20
6786,Finding out that some students are getting good reports they do á not deserve.,disgust,3,female,20
6787,People impolite with me because I did not get a good report.,shame,3,female,20
6788,I kicked the chair in the classroom to express my anger.,guilt,3,female,20
6789,Finding out I was chosen for the English lectures.,joy,2,female,21
6790,My roommate refused to walk with me to the English lectures. I á have to walk alone in the dark. Lectures are in the biology á building.,fear,4,female,21
6791,My roommate being unconsiderate.,anger,3,female,21
6792,My best friend was not chosen for the English lectures.,sadness,4,female,21
6793,Someone told me I was chosen for the English lectures because I á am good looking.,disgust,4,female,21
6794,Not doing well in the examn.,shame,3,female,21
6795,"Some boys talking about nicknames of the lecturers, and I was too á afraid of them to stop them.",guilt,3,female,21
6796,Found out my wife (girl-friend?) pregnant.,joy,4,male,20
6797,My boat running into another boat.,fear,3,male,20
6798,Punished by a leader.,anger,2,male,20
6799,My teacher's death.,sadness,3,male,20
6800,Saw a mate bribing the leader.,disgust,3,male,20
6801,Insulted by a woman in public.,shame,4,male,20
6802,Fight with my mate after a quarrel.,guilt,3,male,20
6803,Receiving a nice present from my parents.,joy,3,male,21
6804,Finding out that I made a stupid mistake in the examn.,fear,3,male,21
6805,Finding out about some girls who have been nice to the class á leader in order to go to the neuropsychology lectures (English á ones).,anger,4,male,21
6806,Finding out I am not chosen for the English lectures.,sadness,4,male,21
6807,Some students whose English is worse than mine can go to your á lectures (English lectures).,disgust,3,male,21
6808,Insulted by classmate in public.,shame,3,male,21
6809,Article published.,joy,3,male,22
6810,Walking in the dark and thinking about ghost stories.,fear,3,male,22
6811,Had an insulting letter from my father.,anger,2,male,22
6812,Saw someone acting in a false manner in public.,disgust,1,male,22
6813,Failed in a piblic argument.,shame,3,male,22
6814,Promised to do something for other people and did not do it.,guilt,3,male,22
6815,Finding out I am chosen to collect norms for Chinese aphasia (I á will contribute to China's catching up with the West in á neuropsychology).,joy,3,male,21
6816,Finding out in your lecture that a doctor can make misdiagnoses á because of ignorance in neuropsychology.,fear,2,male,21
6817,Someone talking about me at my back.,anger,4,male,21
6818,Found out that my grandmother might have been misdiagnosed as a á psychiatric patient because the doctor did not know about á neurologism.,sadness,3,male,21
6819,Some students deliberately disobey me as a class leader.,disgust,3,male,21
6820,Finding out that China is backward in science.,shame,3,male,21
6821,Some students have been calling lecturers nicknames and I was not á able to find out who they were to stop them.,guilt,4,male,21
6822,Going to a concert.,joy,3,female,21
6823,Finding out that a boy I do not like is in love with me.,fear,2,female,21
6824,Being told that I have not got a personality.,anger,3,female,21
6825,Power cut made me unable to listen to the songs sung by my á favourite pop star.,sadness,3,female,21
6826,Someone acting stupid in public.,disgust,3,female,21
6827,Not being able to answer question in a seminar.,shame,2,female,21
6828,Said something I should not have said in public.,guilt,3,female,21
6829,Talking to my close friend.,joy,3,female,21
6830,Hearing a strange noise in the biology building.,fear,4,female,21
6831,Insulted by other people in the shop.,anger,3,female,21
6832,I am chosen for the English lectures instead of my good friend á and people told me that girls are more likely to be chosen.,shame,3,female,21
6833,I was not able to explain well to my good friend to make him less á angry.,guilt,3,female,21
6834,Finding out that the person I love understands me.,joy,3,female,19
6835,Watching a horror film.,fear,2,female,19
6836,Being mistreated by other people.,anger,3,female,19
6837,Deceived by other people and ran into trouble.,sadness,4,female,19
6838,Saw a selfish person doing a selfish thing.,disgust,1,female,19
6839,Not doing well in the examn.,shame,2,female,19
6840,Finding out that I have misunderstood other people.,guilt,3,female,19
6841,Hear my name on the list attending the English lectures.,joy,4,male,20
6842,Staying alone in the room after midnight and reading horror á stories.,fear,3,male,20
6843,Being told that I am a stupid person.,anger,3,male,20
6844,My parents failed to visit me as they promised.,sadness,3,male,20
6845,Some people not cueing in the dining hall.,disgust,2,male,20
6846,Saw on TV China not winning more gold medals in the Asian á Olympics.,shame,4,male,20
6847,Having a good trip on a boat with good friends.,joy,3,female,19
6848,Saw a classmate knocked down by a motorcycle.,fear,4,female,19
6849,Being sexually assulted on a bus and noone helped (people only á laughed).,anger,4,female,19
6850,Being sexually assulted and told my friends about it (we cried á together).,sadness,3,female,19
6851,Heard someone boasting his fortune telling and I knew he was á lying.,disgust,1,female,19
6852,Being criticized by teacher in public.,shame,2,female,19
6853,Shouting at my parents because I was angry about something else.,guilt,2,female,19
6854,Going to see a good film with my best friend.,joy,3,female,19
6855,Suddenly found out that I was the lasr one to leave the anatomy á room.,fear,4,female,19
6856,Some boys deliberately played tricks on me in the experiments. ,anger,3,female,19
6857,Iqam chosen for your lecture and my best friend is not. Now he is á angry with me and I cannot help him.,sadness,3,female,19
6858,Listening to my roommate boasting about her new clothes.,disgust,2,female,19
6859,China not winning more gold medals in the Asian Olympics.,shame,2,female,19
6860,Not being able to help my friend to study English.,guilt,2,female,19
6861,Being elected as class leader.,joy,2,male,20
6862,Walking in the dark I saw something strange.,fear,2,male,20
6863,Your prejudice against psychology students and education students á (not allowing us to go to the medical university lectures).,anger,3,male,20
6864,A friend's brother died.,sadness,3,male,20
6865,A wurm dropped on my head.,disgust,2,male,20
6866,Not doing well in an examn which was easy.,shame,3,male,20
6867,Wrongly accused a classmate.,guilt,3,male,20
6868,Getting into this university to do medicine.,joy,2,male,21
6869,First time in anatomy.,fear,2,male,21
6870,Being insulted in public for the wrong reason.,anger,3,male,21
6871,Not being chosen for the English lectures (my girl-friend á chosen).,sadness,3,male,21
6872,My roommate messing up our room.,disgust,2,male,21
6873,Not doing well in examns which I should do well (English examns).,shame,3,male,21
6874,Heard that my girl-friend was chosen for the English lectures and á I was not. I lost my temper and she is very upset now.,guilt,3,male,21
6875,Success in university entrance examination.,joy,3,female,22
6876,I helped someone to do something and was found out.,fear,2,female,22
6877,My mother was ill and my father was not at home.,sadness,2,female,22
6878,My roommate being nice to a party leader in order to get into the á party.,disgust,3,female,22
6879,China not doing well in the Asian Olympic games.,shame,2,female,22
6880,Not collecting letters for my friend al I promised.,guilt,3,female,22
6881,Doing well in an examn.,joy,3,male,20
6882,Before the examn.,fear,3,male,20
6883,Some foreign students playing loud music before the biology á examn.,anger,3,male,20
6884,Finding out that the girl I like does not like me.,sadness,3,male,20
6885,Saw two Canadian students boasting about how rich they are in á Canada.,disgust,3,male,20
6886,Finding out that China does not have enough foreign currency to á buy books.,shame,4,male,20
6887,Calling lecturers nicknames when talking to housemen (They told á ne you are even younger than they are so you should not be giving á public lectures).,guilt,3,male,20
6888,Had a letter from my father (usually he does not write to me).,joy,3,female,20
6889,Being alone in the room at night.,fear,3,female,20
6890,Quarreling with classmates.,anger,3,female,20
6891,My father told me in the letter that my mother is ill.,sadness,3,female,20
6892,My roommate talking and shaking her bed at night.,disgust,1,female,20
6893,Finding out that I was deceived by my friend.,shame,3,female,20
6894,A friend came to visit me and I was not there.,guilt,1,female,20
6895,Finding out my name on the list for English lectures.,joy,3,female,20
6896,Walking out from the biology building.,fear,2,female,20
6897,Someone told me that I was chosen for English lectures because á the class leader is going out with me (not true).,anger,3,female,20
6898,Some boys boasting about their ability to tell dirty jokes.,disgust,3,female,20
6899,Finding out China is backward in science.,shame,4,female,20
6900,"When some housemen told me a young girl like you should not be á allowed to lecture to consultants, I was too shy to argue against á them.",guilt,4,female,20
6901,Made a wonderful driend who understands me.,joy,2,female,23
6902,Being chased in the dark by someone I did not know.,fear,4,female,23
6903,My best friend betrayed me and told other people my secrets.,anger,3,female,23
6904,Disappointed by a friend.,sadness,3,female,23
6905,Finding out some people had been talking about me at my back. ,disgust,3,female,23
6906,Being sexually assulted in public.,shame,3,female,23
6907,I did not reply to my friend's letter in time. ,guilt,3,female,23
6908,Watching China winning the Asian Olympic games.,joy,3,female,21
6909,Suddenly met someone in the biology building at night.,fear,3,female,21
6910,Being insulted by my roommate.,anger,3,female,21
6911,Not getting an airplane ticket fot my mother.,guilt,4,male,23
6912,Talking with a nice girl.,joy,4,male,22
6913,People not resprcting my opinion.,anger,1,male,22
6915,Criticized by a teacher in public.,shame,3,male,22
6916,Not being able to help my friend.,guilt,3,male,22
6917,Getting a letter from a friend who did not write for a long time.,joy,4,female,20
6918,Staying in a relative's house which was broken in before.,fear,1,female,20
6919,Being insulted on a bus.,anger,4,female,20
6920,Insulted by my mother.,sadness,4,female,20
6921,A relative not acting on her promise.,disgust,4,female,20
6922,First time going out with a boy and other people laughed at us.,shame,4,female,20
6923,A friend wanted to give me a surprise into my room and I thought á she was stealing from the room.,guilt,1,female,20
6924,Being asked to go out by someone I care. ,joy,3,female,24
6925,My parents do not like my friend and told me to stay away from á him.,anger,2,female,24
6926,My friend not allowed to go to the English lectures.,sadness,4,female,24
6928,Ctiticized by teachers in public.,shame,4,female,24
6929,My friend did not do well in the examn because I did not help á him.,guilt,2,female,24
6930,"I went on a picnic to the country side park.  The beautiful á scenary made me feel relaxed and every worry disappeared , thus á the picnic was worthwhile.",joy,2,female,19
6931,I am afraid of my academic results as I will face several á problems.  I am scared of my limitations and the unlimited á problems and I do not know how to cope with them.,fear,3,female,19
6932,"I quarrelled with my brothers (twins) at home on saturday.  One á of them studies in a private school and the other one is á repeating his form five.  They do not know what they are doing.  á They follow every word of their teachers, books and systems.  á They always try to rationalize their bad acts by some game and á they are satisfied with their awkward life.  I have tried to á persuade them very often but have failed.  This time I had a á fight as they have no voluntary spirit (they did not polish the á floor).",anger,3,female,19
6933,I have been thinking of changing my major for a few months.  My á original major was Chinese language and it blocks my way.  I have á to face many problems at the sametime and I do not know what is á real and virtuous.  I do not know if I am not interested in á Chinese or if there are other factors which make me sad.  I am á not very clear on what I can do for the study of Communication á and Journalism.  I am not clear about what I can do.  What are á the limitations ?   I hesitate but I feel more adjusted now.,sadness,4,female,19
6934,I had been forced to get together with strange and disgusting á classmates.  The things they talked about disgusted me and made á me feel ill at ease.  I knew that I would feel unhappy if I á stayed there but I was defeated by the social norms.,disgust,1,female,19
6935,"I had obviously done the work badly but my class-mates of the á student's association did not blame me, they helped me do the á work.",shame,3,female,19
6936,I had not done my assignment seriously.  I only pretended to á finish the work as the work did not have any meaning for me.  The á whole thing made me feel guilty.,guilt,1,female,19
6937,I preached to a F.3 students in a gospel camp.  They thus knew á more about God and made up their minds to believe in Jesus.,joy,3,female,19
6938,When the doctor told me that there was something wrong with my á eye and I had to undergo an operation.,fear,3,female,19
6939,I had left a student newspaper of the Chinese university on the á table of the library.  It had disappeared when I came back.,anger,2,female,19
6940,"One of my class-mates had a disease unexpectedly, he had been in á a coma for six days in a hospital before he died.",sadness,4,female,19
6941,"Someone, who was sitting very close to me, was smoknig in the á compartment of an air conditioned mini-bus.",disgust,3,female,19
6942,"In the compartment of a public transport railway, I did not give á my seat to an old man who was standing near me.  It was another á teenager who did so.",shame,3,female,19
6943,One saturday night I did some meaningless work and went to bed á very late.  Next morning I had was very sleepy so I continued á sleeping even though I had work to do and I missed the Sunday á service.,guilt,3,female,19
6944,When I attended the concert of a pop singer.,joy,2,female,18
6945,I was afraid that I would fail an examination.,fear,3,female,18
6946,I had too much homework and examinations and I did not know how á to organize my work.,anger,3,female,18
6947,When I forgot the lyrics during a song contest.,sadness,2,female,18
6948,Because of the examination I had to study night and day.,disgust,3,female,18
6949,I did badly in the mid term examination.,shame,0,female,18
6950,The results of the mid term examinations were very poor.,guilt,1,female,18
6951,When I had a good result in the certificate examination.,joy,2,female,20
6952,When I was walking along a road alone on my way to go shopping.,fear,1,female,20
6953,"In the student's union there was someone who took the photocopies á of two large volumes.  I asked him to let me take a few, he refused á it for an acceptable reason. ",anger,3,female,20
6954,When another person's mother died.,sadness,4,female,20
6955,I greeted a friend and he did not respond.,disgust,3,female,20
6956,"In an examination ,which other students found easy I could hardly á think and did not know what to answer.",shame,2,female,20
6957,"I cut a friend's hair in anger, without any consideration.",guilt,3,female,20
6958,Yesterday my friend gave me a gift and had dinner with me.,joy,2,female,19
6959,Once while walking along a hill; I fell down out of carelessness á and I broke my left arm.,fear,3,female,19
6960,"Last week, my organization summoned an executive meeting and one á of the executive member's pointed out a loop hole in the á committee's administration.  He could not suggest any á improvements, so I quarrelled with him.",anger,1,female,19
6961,The death of my father.,sadness,3,female,19
6962,"I was sitting in the bus and a man with a very unpleasant á smell came and sat next to me, to top it all he smoked á continously.",disgust,1,female,19
6963,When I was in the canteen of the United college I mistook a á stranger for a classmate as I was not wearing my glasses.  I á realized that I had made this mistake when I saw him again á carefully.,shame,1,female,19
6964,I got up late and I could not go to my lessons on time.  When I á entered the class room the stare of the teacher and my classmates á made me feel guilty.,guilt,1,female,19
6965,When my application for studying the masters degree was accepted. ,joy,4,female,21
6966,"Once at midnight, I was working alone at office and the phone á suddenly rang.",fear,3,female,21
6967,"When I was concentrating on my work, my friend disturbed me á continously.  I asked him to stop but in vain.",anger,3,female,21
6968,"I had asked the teacher to write a recommendation letter for me, á but I had not provided enough information and had run short of á time.",sadness,4,female,21
6969,"When I was talking to a person who is a hypocrite, I felt á disgusted at his reaction.",disgust,1,female,21
6970,My companion admired me when I did some work voluntarily.,shame,3,female,21
6971,My wrong behaviour made my loved one feel sad and uneasy.,guilt,3,female,21
6972,"When I first heard \I like you !\"" from my boyfriend.""",joy,4,female,22
6973,"When I received the higher level exam results, I mistook the á grade E in mathematics for a grade F and I was shocked.",fear,4,female,22
6974,I had planned to study for my mid-term exams on a certain day and  á my room-mate called me to ask me to go out for a stroll.  I tried á to make an excuse so as not to go out but she refused to listen á to me and insisted that I go out with her.  I find it unnecessary  á to talk to her anymore.á ,anger,3,female,22
6975,Due to some reasons my boyfriend and I decided to separate.,sadness,4,female,22
6976,"Once when I had started to write a paper, there was a phone á call for me.  I had to go downstairs to receive it and after the á conversation I discovered that all the information had á disappeared from my mind.",disgust,3,female,22
